id,도감번호,이름,설명,타입,키,분류,몸무게,특성
1045,861,오롱털,거다이맥스의 모습 다리털을 변형시켜서 날리는 드릴킥은 가라르의 대지에 큰 구멍을 내버린다.,"['악', '페어리']",32.0,벌크업포켓몬,,"['짓궂은마음', '통찰']"
1046,862,가로막구리,엄청난 성량을 가졌다. 샤우팅하며 위협하는 모습은 블로킹이라 불린다.,"['악', '노말']",1.6,정지포켓몬,46.0,"['이판사판', '근성']"
1047,863,나이킹,머리의 털이 단단해져서 철로 된 헬멧처럼 되었다. 매우 호전적인 성질을 가졌다.,['강철'],0.8,바이킹포켓몬,28.0,"['전투무장', '단단한발톱']"
1048,864,산호르곤,영력이 높아져서 껍질에서 해방되었다. 영체로 핵이 되는 영혼을 지킨다.,['고스트'],1.0,산호포켓몬,0.4,['깨어진갑옷']
1049,865,창파나이트,많은 싸움에서 살아남은 자만이 이 모습으로 진화한다. 파가 시들면 전장을 떠난다.,['격투'],0.8,청둥오리포켓몬,117.0,['불굴의마음']
1050,866,마임꽁꽁,탭 댄스의 달인이다. 얼음으로 만든 지팡이를 휘두르며 경쾌한 스텝을 선보인다.,"['얼음', '에스퍼']",1.5,코미디언포켓몬,58.2,"['갈지자걸음', '배리어프리']"
1051,867,데스판,강한 저주를 담아 그린 고대의 그림이 데스마스의 영혼을 흡수해서 움직이기 시작했다.,"['땅', '고스트']",1.6,원념포켓몬,66.6,['떠도는영혼']
1052,868,마빌크,"달콤한 향기를 머금을수록 몸이 크게 부풀어 오르나, 에너지를 소모하면 줄어든다.",['페어리'],0.2,크림포켓몬,0.3,['스위트베일']
1053,869,마휘핑,마휘핑이 데코레이션한 디저트는 깊이 있는 달콤함을 자랑하며 먹은 사람을 행복하게 만든다.,['페어리'],0.3,크림포켓몬,0.5,['스위트베일']
1054,869,마휘핑,거다이맥스의 모습 무한히 넘쳐흐르는 크림으로 된 몸은 받는 충격이 강할수록 단단하게 굳어진다.,['페어리'],30.0,크림포켓몬,,['스위트베일']
1055,870,대여르,선두에 서서 지시를 내리는 리더는 6마리 중에서 가장 강하고 똑똑하다.,['격투'],3.0,진형포켓몬,62.0,['전투무장']
1056,871,찌르성게,먹이를 소화시킬 때 전기를 만들어 낸다. 5개의 단단한 이빨로 해초를 갉아 먹는다.,['전기'],0.3,성게포켓몬,1.0,['피뢰침']
1057,872,누니머기,땅에 쌓인 눈이 먹이다. 새로 내린 부드러운 눈을 좋아해서 산꼭대기를 향해 먹으며 움직인다.,"['얼음', '벌레']",0.3,애벌레포켓몬,3.8,['인분']
1058,873,모스노우,더듬이로 대기의 흐름을 감지한다. 날개 가루에 냉기를 섞어서 눈처럼 내리게 한다.,"['얼음', '벌레']",1.3,얼음나방포켓몬,42.0,['인분']
1059,874,돌헨진,몸의 암석 성분이 서식지에서 멀리 떨어진 땅의 암반과 일치했다.,['바위'],2.5,거석포켓몬,520.0,['파워스폿']
1060,875,빙큐보,아이스페이스 기온이 높은 날에는 동료들끼리 머리의 얼음을 맞대어 서로를 시원하게 하며 지낸다.,['얼음'],1.4,펭귄포켓몬,89.0,['아이스페이스']
1061,875,빙큐보,나이스페이스 얼굴의 얼음이 부서진 모습. 더위에 약한 얼굴을 보호하기 위해 털끝에서 냉기를 발산한다.,['얼음'],1.4,펭귄포켓몬,89.0,['아이스페이스']
1062,876,에써르,수컷의 모습 다른 생명체의 긍정적인 감정을 뿔을 통해 감지하여 자신의 에너지로 삼는다.,"['에스퍼', '노말']",0.9,감정포켓몬,28.0,"['정신력', '싱크로']"
1063,876,에써르,암컷의 모습 싸움을 싫어하여 영역에서 싸움이 일어나면 사이코 파워로 물건을 집어던져 쫓아내려 한다.,"['에스퍼', '노말']",0.9,감정포켓몬,28.0,"['마이페이스', '싱크로']"
1064,877,모르페코,"배부른 모양 항상 씨앗을 먹으며 배고픔을 억누르고 있으나, 너무 배가 고프면 성격이 거칠고 난폭해진다.","['전기', '악']",0.3,양면포켓몬,3.0,['꼬르륵스위치']
1065,877,모르페코,배고픈 모양 성질이 사납고 난폭하다. 악의 에너지가 바닥이 나도 배가 찰 때까지 계속 날뛴다.,"['전기', '악']",0.3,양면포켓몬,3.0,['꼬르륵스위치']
1066,878,끼리동,뾰족한 코끝으로 단단한 바위를 깎아서 먹는다. 온화해서 사람들의 힘쓰는 일을 돕는다.,['강철'],1.2,동상포켓몬,100.0,['우격다짐']
1067,879,대왕끼리동,과거 먼 곳에서 인간들이 데리고 왔다. 비행기도 가볍게 끌어당기는 천하장사.,['강철'],3.0,동상포켓몬,650.0,['우격다짐']
1068,879,대왕끼리동,거다이맥스의 모습 콧속에 가득 찬 에너지를 분사하면 산이 날아가고 지형이 바뀐다.,['강철'],23.0,동상포켓몬,,['우격다짐']
1069,880,파치래곤,고대에는 튼튼한 하반신 덕분에 무적이었으나 먹이인 식물을 모두 먹어버려서 멸종했다.,"['전기', '드래곤']",1.8,화석포켓몬,190.0,"['축전', '의욕']"
1070,881,파치르돈,꽁꽁 언 상반신이 진동하면 전기가 만들어진다. 걷는 것이 매우 서툴다.,"['전기', '얼음']",2.3,화석포켓몬,150.0,"['축전', '정전기']"
1071,882,어래곤,뛰어난 다리와 턱의 힘 덕분에 고대에는 무적이었으나 먹이를 모두 잡아먹어버려서 멸종했다.,"['물', '드래곤']",2.3,화석포켓몬,215.0,"['저수', '옹골찬턱']"
1072,883,어치르돈,주변을 꽁꽁 얼려서 먹이를 잡지만 입이 머리 윗부분에 있어서 먹기 힘들다.,"['물', '얼음']",2.0,화석포켓몬,175.0,"['저수', '아이스바디']"
1073,884,두랄루돈,특수한 금속으로 된 몸은 경면 가공을 한 것처럼 매끈하다. 흠집도 잘 안 나는 데다 가볍다.,"['강철', '드래곤']",1.8,합금포켓몬,40.0,"['라이트메탈', '헤비메탈']"
1074,884,두랄루돈,거다이맥스의 모습 마천루처럼 거대해졌다. 넘쳐나는 에너지에 몸의 일부가 발광하고 있다.,"['강철', '드래곤']",43.0,합금포켓몬,,"['라이트메탈', '헤비메탈']"
1075,885,드라꼰,해 질 녘에 무리 지어 바다 위를 고속으로 돌아다니며 물속의 포켓몬을 쪼면서 논다.,"['드래곤', '고스트']",0.5,원망포켓몬,2.0,"['클리어바디', '틈새포착']"
1076,886,드래런치,시속 200km로 날아다닌다. 싸움에서 지면 드라꼰은 금세 어딘가로 가 버린다.,"['드래곤', '고스트']",1.4,돌보미포켓몬,11.0,"['클리어바디', '틈새포착']"
1077,887,드래펄트,신경을 곤두세우면 온몸을 투명하게 만들 수 있다. 뿔 안의 드라꼰도 보이지 않게 된다.,"['드래곤', '고스트']",3.0,스텔스포켓몬,50.0,"['클리어바디', '틈새포착']"
1078,888,자시안,역전의 용사 전설의 영웅이라고 불리는 포켓몬. 금속을 흡수한 뒤 무기로 변화시켜서 싸운다.,['페어리'],2.8,강자포켓몬,110.0,['불요의검']
1079,888,자시안,검왕 과거의 무기로 무장했다. 거다이맥스 포켓몬도 단칼에 베어 버린다.,"['페어리', '강철']",2.8,강자포켓몬,355.0,['불요의검']
1080,889,자마젠타,역전의 용사 인간의 왕과 힘을 합쳐 가라르를 구한 포켓몬. 금속을 흡수해서 싸운다.,['격투'],2.9,강자포켓몬,210.0,['불굴의방패']
1081,889,자마젠타,방패왕 어떤 공격도 튕겨내는 모습은 격투왕의 방패라 불리며 두려움과 공경의 대상이었다.,"['격투', '강철']",2.9,강자포켓몬,785.0,['불굴의방패']
1082,890,무한다이노,가슴의 코어가 가라르지방의 대지에서 솟아나는 에너지를 흡수해서 활동한다.,"['독', '드래곤']",20.0,거대포켓몬,950.0,['프레셔']
1083,891,치고마,혹독한 수련을 거듭하며 기술을 갈고닦는다. 체득한 기술에 따라 진화했을 때의 모습이 달라진다.,['격투'],0.6,권법포켓몬,12.0,['정신력']
1084,892,우라오스,일격의 태세 일격필살이 신조다. 상대의 품으로 파고들어 단련된 주먹을 질러 넣는다.,"['격투', '악']",1.9,권법포켓몬,105.0,['보이지않는주먹']
1085,892,우라오스,연격의 태세 때로는 격렬하고 때로는 잔잔한 강물의 흐름에서 격투 기술의 태세를 고안해냈다고 전해진다.,"['격투', '물']",1.9,권법포켓몬,105.0,['보이지않는주먹']
1086,892,우라오스,일격의 태세 / 거다이맥스의 모습 분노의 화신이라 불린다. 무시무시한 형상과 우렁찬 소리로 세상의 악한 기운을 물리친다고 한다.,"['격투', '악']",29.0,권법포켓몬,,['보이지않는주먹']
1087,892,우라오스,연격의 태세 / 거다이맥스의 모습 외발로 선 채로 꿈쩍하지 않고 거다이맥스 파워를 폭발시킬 때를 가만히 기다리고 있다.,"['격투', '물']",26.0,권법포켓몬,,['보이지않는주먹']
1088,893,자루도,무리 지어 밀림에 산다. 매우 공격적이라 숲에 사는 포켓몬들에게는 두려움의 대상이다.,"['악', '풀']",1.8,나쁜원숭이포켓몬,70.0,['리프가드']
1089,849,스트린더,로우한 모습 / 거다이맥스의 모습 남아도는 전력이 무기다. 비축된 전기의 양은 번개 구름을 능가할 정도다.,"['전기', '독']",24.0,펑크포켓몬,,"['펑크록', '마이너스']"
1090,894,레지에레키,전기 에너지 덩어리다. 몸에 있는 링을 해제하면 숨겨진 힘이 해방된다고 한다.,['전기'],1.2,일렉트론포켓몬,145.0,['트랜지스터']
1091,895,레지드래고,팔의 형태가 고대 드래곤포켓몬의 머리라는 학설도 있지만 증명된 바는 없다.,['드래곤'],2.1,용옥포켓몬,200.0,['용의턱']
1092,896,블리자포스,발굽에서 강력한 냉기를 발산한다. 원하는 것은 무엇이든 힘으로 빼앗는 폭군.,['얼음'],2.2,사나운말포켓몬,800.0,['백의울음']
1093,897,레이스포스,시각 이외의 오감을 사용해서 동태를 살핀다. 발에 차인 자는 영혼이 빠져나가 버린다고 한다.,['고스트'],2.0,빠른말포켓몬,44.5,['흑의울음']
1094,898,버드렉스,치유와 은총의 힘을 가진 자애로운 포켓몬. 먼 옛날 가라르에 군림했었다.,"['에스퍼', '풀']",1.1,킹포켓몬,7.7,['긴장감']
1095,898,버드렉스,백마 탄 모습 길을 가로막는 자에게는 자비가 없지만 싸운 뒤에는 적의 상처라도 개의치 않고 치료해준다고 한다.,"['에스퍼', '얼음']",2.4,엠페러포켓몬,809.1,['혼연일체']
1096,898,버드렉스,흑마 탄 모습 황무지를 초록으로 물들이기 위해 유대로 맺어진 포켓몬과 가라르를 뛰어다녔다고 한다.,"['에스퍼', '고스트']",2.4,엠페러포켓몬,53.6,['혼연일체']
1097,899,신비록,눈에 보이지 않는 벽을 만들어 낼 때 검은 구슬이 신비하게 빛난다. 떨어진 수염은 따뜻해서 겨울옷의 귀중한 재료가 된다.,"['노말', '에스퍼']",1.8,큰뿔포켓몬,95.1,"['위협', '통찰']"
1098,900,사마자르,화산 지대에서 매우 드물게 발견되는 광석에 의해 몸의 일부가 바위로 변하는 진화를 이뤄 냈다.,"['벌레', '바위']",1.8,큰도끼포켓몬,89.0,"['벌레의알림', '우격다짐']"
1099,901,다투곰,"히스이 땅에 펼쳐진 습지의 토양 덕분에 튼튼한 몸과 함께, 이탄을 자유롭게 다루는 새로운 재주를 익히게 된 것으로 추측된다.","['땅', '노말']",2.4,이탄포켓몬,290.0,"['근성', '방탄']"
1100,902,대쓰여너,수컷의 모습 태어난 강으로 향하는 가혹한 여정 중에 목숨을 잃은 동료들의 영혼을 몸에 두르고 있다.,"['물', '고스트']",3.0,큰물고기포켓몬,110.0,"['쓱쓱', '적응력']"
1101,902,대쓰여너,암컷의 모습 몸에 두른 동료들의 영혼을 추진력 삼아 거센 물살에서도 거침없이 헤엄친다.,"['물', '고스트']",3.0,큰물고기포켓몬,110.0,"['쓱쓱', '적응력']"
1102,903,포푸니크,다른 종을 압도하는 신체 능력과 맹독을 가지고 있어 한랭한 고지대에서는 맞수가 없다. 무리를 이루지 않고 고독함을 즐긴다.,"['격투', '독']",1.3,클라이밍포켓몬,43.0,"['프레셔', '곡예']"
1103,904,장침바루,잠들어 있는 동안에도 움직이는 물체가 접근하면 독침이 무의식적으로 반응해서 꿰뚫어 버린다.,"['악', '독']",2.5,침봉포켓몬,60.5,"['독가시', '쓱쓱']"
1104,905,러브로스,화신폼 바다를 건너 날아와 혹독한 겨울의 끝을 알린다. 자애로움이 히스이 땅에 새로운 생명을 싹틔우게 했다는 전승이 있다.,"['페어리', '비행']",1.6,애증포켓몬,48.0,['헤롱헤롱바디']
1105,905,러브로스,영물폼 여인의 형상에서 변한 모습. 목숨을 함부로 여기는 자가 있으면 운해로부터 나타나서 자비 없는 분노의 벌을 내린다.,"['페어리', '비행']",1.6,애증포켓몬,48.0,['방진']
1106,144,프리져,가라르의 모습 사이코 파워로 만들어진 깃털 형태의 칼날은 두꺼운 철판도 종잇장처럼 베어버린다.,"['에스퍼', '비행']",1.7,냉혹포켓몬,50.9,['승기']
1107,145,썬더,가라르의 모습 깃털이 마찰할 때 파직파직하는 전기가 튀는 듯한 소리가 나서 썬더라고 불렸다.,"['격투', '비행']",1.6,건각포켓몬,58.2,['오기']
1108,146,파이어,가라르의 모습 열화와 같은 사악한 오라에 닿으면 기진맥진하게 되고 이윽고 새하얗게 타버린다고 한다.,"['악', '비행']",2.0,사악포켓몬,66.0,['발끈']
1109,199,야도킹,가라르의 모습 약해진 포켓몬을 발견하면 독액으로 만든 약을 뿔에 난 구멍을 통해 나눠 준다.,"['독', '에스퍼']",1.8,술사포켓몬,79.5,"['기묘한약', '마이페이스']"
1110,128,켄타로스,팔데아의 모습 / 컴뱃종 체격이 우람하고 육탄전이 특기다. 짧은 뿔로 급소를 노린다.,['격투'],1.4,성난소포켓몬,115.0,"['위협', '분노의경혈']"
1111,128,켄타로스,"팔데아의 모습 / 블레이즈종 불꽃 에너지로 가열된 뿔은 섭씨 1000도에 달하며, 뿔에 찔린 상대는 상처와 화상에 고통받게 된다.","['격투', '불꽃']",1.4,성난소포켓몬,85.0,"['위협', '분노의경혈']"
1112,128,켄타로스,팔데아의 모습 / 워터종 뿔 끝에 난 구멍을 통해 물을 강하게 분출하여 고압의 물줄기로 상대를 관통한다.,"['격투', '물']",1.4,성난소포켓몬,110.0,"['위협', '분노의경혈']"
1113,194,우파,팔데아의 모습 영역 다툼에서 밀려 육지에 살게 되면서 독성을 띠는 점막으로 몸을 보호하도록 변화했다.,"['독', '땅']",0.4,독물고기포켓몬,11.0,"['독가시', '저수']"
1114,906,나오하,복슬복슬한 털은 식물에 가까운 성분으로 이루어져 있다. 수시로 세수를 하면서 건조해지는 것을 방지한다.,['풀'],0.4,풀고양이포켓몬,4.1,['심록']
1115,907,나로테,긴 털 아래 숨긴 덩굴을 능숙하게 다뤄서 단단한 꽃봉오리로 상대를 가격한다.,['풀'],0.9,풀고양이포켓몬,12.2,['심록']
1116,908,마스카나,꽃이 떠 있는 것처럼 보이는 것은 망토 뒷면의 털이 빛을 반사해서 줄기를 보이지 않게 하기 때문이다.,"['풀', '악']",1.5,매지션포켓몬,31.2,['심록']
1117,909,뜨아거,따뜻한 바위 위에 드러누워서 네모난 비늘을 통해 흡수한 열로 불꽃 에너지를 만든다.,['불꽃'],0.4,불꽃악어포켓몬,9.8,['맹화']
1118,910,악뜨거,불꽃 에너지와 남아도는 생명력이 섞여서 머리 위에 알 모양의 불덩이가 생겨났다.,['불꽃'],1.0,불꽃악어포켓몬,30.7,['맹화']
1119,911,라우드본,노랫소리에 따라 모습이 바뀌는 불새는 머리 위에 있던 불덩이에 영혼이 깃든 것이라고 한다.,"['불꽃', '고스트']",1.6,싱어포켓몬,326.5,['맹화']
1120,912,꾸왁스,옛날에 머나먼 땅에서 찾아와 정착했다. 날개에서 분비되는 젤은 물과 먼지를 튕겨 낸다.,['물'],0.5,꼬마오리포켓몬,6.1,['급류']
1121,913,아꾸왁,"열심히 얕은 여울을 달리며 하반신을 단련하고, 동료들끼리 발 기술의 화려함을 겨룬다.",['물'],1.2,레슨포켓몬,21.5,['급류']
1122,914,웨이니발,발차기 한 번에 트럭을 굴려 버릴 정도로 강한 다릿심을 활용하여 이국적인 춤을 선보인다.,"['물', '격투']",1.8,댄서포켓몬,61.9,['급류']
1123,915,맛보돈,하루 종일 먹이를 찾는다. 뛰어난 후각을 가졌지만 먹이를 찾는 일 외에는 사용하지 않는다.,['노말'],0.5,돼지포켓몬,10.2,"['아로마베일', '먹보']"
1124,916,퍼퓨돈,수컷의 모습 곱고 윤기가 흐르는 피부를 자랑한다. 꼬리 끝에서 응축된 향기를 내보낸다.,['노말'],1.0,돼지포켓몬,120.0,"['가시지않는향기', '먹보']"
1125,916,퍼퓨돈,암컷의 모습 꽃향기 같은 향기를 흩뿌린다. 근육이 발달한 다리는 5m도 가볍게 뛰어넘을 수 있다.,['노말'],1.0,돼지포켓몬,120.0,"['아로마베일', '먹보']"
1126,917,타랜툴라,몸을 감싸고 있는 실타래는 천적인 스라크의 낫을 튕겨 낼 정도의 탄력을 자랑한다.,['벌레'],0.3,실타래포켓몬,4.0,['불면']
1127,918,트래피더,나뭇가지나 천장에 실로 달라붙어 소리 없이 행동한다. 먹잇감에게 들키기 전에 쓰러뜨린다.,['벌레'],1.0,트랩포켓몬,16.5,['불면']
1128,919,콩알뚜기,제3의 다리가 접혀 있다. 위기에 처하면 10m 이상을 점프하는 다릿심을 가지고 있다.,['벌레'],0.2,메뚜기포켓몬,1.0,['벌레의알림']
1129,920,엑스레그,진심을 다하게 되면 접었던 다리로 일어나 결전 모드로 변하여 단시간에 적을 제압한다.,"['벌레', '악']",1.0,메뚜기포켓몬,17.5,['벌레의알림']
1130,921,빠모,볼의 전기 주머니가 아직 발달하지 않았다. 앞발의 볼록살을 열심히 비벼야 겨우 전기가 만들어진다.,['전기'],0.3,쥐포켓몬,2.5,"['정전기', '자연회복']"
1131,922,빠모트,무리가 공격을 받으면 전격을 날리는 격투기로 먼저 싸움을 걸고 적을 쓰러뜨린다.,"['전기', '격투']",0.4,쥐포켓몬,6.5,"['축전', '자연회복']"
1132,923,빠르모트,평소에는 느긋하지만 싸움이 시작되면 전광석화와도 같은 몸놀림으로 적을 때려눕힌다.,"['전기', '격투']",0.9,손길포켓몬,41.0,"['축전', '자연회복']"
1133,924,두리쥐,호흡이 척척 맞는 콤비네이션으로 집의 재료가 될 만한 것을 앞니로 잘라 내어 가지고 간다.,['노말'],0.3,커플포켓몬,1.8,"['도주', '픽업']"
1134,925,파밀리쥐,"세 식구 잠을 자는 곳이나 먹이를 먹는 곳 등, 용도에 따라 나눈 여러 개의 방으로 구성된 커다란 집을 만든다.",['노말'],0.3,패밀리포켓몬,2.3,"['프렌드가드', '볼주머니']"
1135,925,파밀리쥐,네 식구 어느새 아이가 2마리로 늘었다. 가족처럼 보이기도 하나 진상은 밝혀지지 않았다.,['노말'],0.3,패밀리포켓몬,2.8,"['프렌드가드', '볼주머니']"
1136,926,쫀도기,만지면 촉촉하고 매끈매끈하다. 숨결에 포함되어 있는 효모로 주위의 것들을 발효시킨다.,['페어리'],0.3,강아지포켓몬,10.9,['마이페이스']
1137,927,바우첼,몸에서 나는 좋은 향기가 밀의 성장을 돕기 때문에 농촌에서 소중히 여겨진다.,['페어리'],0.5,개포켓몬,14.9,['노릇노릇바디']
1138,928,미니브,머리의 열매에서 오일을 나오게 해서 적으로부터 몸을 지킨다. 오일은 펄쩍 뛸 만큼 떫고 쓰다.,"['풀', '노말']",0.3,올리브포켓몬,6.5,['일찍기상']
1139,929,올리뇨,신선한 향기가 나는 맛있는 오일을 나눠 준다. 오래전부터 인간과 공존해 왔다.,"['풀', '노말']",0.6,올리브포켓몬,11.9,['일찍기상']
1140,930,올리르바,온화하면서도 매우 자비롭다. 영양이 풍부한 맛있는 오일을 약해진 포켓몬에게 나눠 준다.,"['풀', '노말']",1.4,올리브포켓몬,48.2,['넘치는씨']
1141,931,시비꼬,그린 페더 마을에서 사는 것을 선호한다. 깃털 색에 따라 그룹을 만들고는 영역 다툼을 벌인다.,"['노말', '비행']",0.6,잉꼬포켓몬,2.4,"['위협', '의욕']"
1142,931,시비꼬,블루 페더 큰 그룹은 50마리가 넘는다. 먹이를 찾아 마을이나 숲을 시끄럽게 날아다닌다.,"['노말', '비행']",0.6,잉꼬포켓몬,2.4,"['위협', '의욕']"
1143,931,시비꼬,옐로 페더 성질이 사납고 싸우는 방식도 매우 거칠다. 상대의 품으로 파고들어 육탄전을 벌인다.,"['노말', '비행']",0.6,잉꼬포켓몬,2.4,"['위협', '의욕']"
1144,931,시비꼬,화이트 페더 단독 행동은 서툴다. 연대감이 강한 동료끼리 서로 도우며 살아가고 있다.,"['노말', '비행']",0.6,잉꼬포켓몬,2.4,"['위협', '의욕']"
1145,932,베베솔트,땅속의 암염층에서 태어났다. 귀한 소금을 나눠 주기 때문에 옛날에는 특히 더 귀하게 여겨졌다.,['바위'],0.4,암염포켓몬,16.0,"['정화의소금', '옹골참']"
1146,933,스태솔트,분출한 소금을 먹이에게 끼얹어서 소금절이로 만들어 버린다. 체내의 수분을 빼앗는 것이다.,['바위'],0.6,암염포켓몬,105.0,"['정화의소금', '옹골참']"
1147,934,콜로솔트,손끝을 문질러서 나온 소금을 다친 포켓몬에게 뿌리면 심한 상처도 금방 낫는다.,['바위'],2.3,암염포켓몬,240.0,"['정화의소금', '옹골참']"
1148,935,카르본,불탄 숯에 영혼이 깃들어서 포켓몬이 되었다. 타오르는 투지로 강한 상대에게도 싸움을 건다.,['불꽃'],0.6,불의아이포켓몬,10.5,['타오르는불꽃']
1149,936,카디나르마,많은 무공을 세운 전사의 갑옷에 의해 진화한 모습. 충성심이 강한 포켓몬이다.,"['불꽃', '에스퍼']",1.5,불의전사포켓몬,85.0,['타오르는불꽃']
1150,937,파라블레이즈,양팔의 불꽃 검은 뜻을 다 이루지 못한 채 스러진 검사의 원념에 의해 타오르고 있다.,"['불꽃', '고스트']",1.6,불의검사포켓몬,62.0,['타오르는불꽃']
1151,938,빈나두,꼬리를 흔들어서 전기를 발생시킨다. 위험을 감지하면 머리를 깜빡여서 동료에게 알린다.,['전기'],0.3,전기올챙이포켓몬,0.4,"['마이페이스', '정전기']"
1152,939,찌리배리,말랑말랑한 몸을 늘였다 줄였다 하면 배에 달린 배꼽 발전기가 큰 전력을 발생시킨다.,['전기'],1.2,전기개구리포켓몬,113.0,"['전기로바꾸기', '정전기']"
1153,940,찌리비,날개의 뼈는 바람을 받으면 전기를 만들어 낸다. 바다에 뛰어들어 먹이를 감전시켜서 잡는다.,"['전기', '비행']",0.4,바다제비포켓몬,3.6,"['풍력발전', '축전']"
1154,941,찌리비크,목의 주머니를 부풀려서 전기를 증폭시킨다. 바람을 타고 하루에 700km를 비행할 수 있다.,"['전기', '비행']",1.4,군함조포켓몬,38.6,"['풍력발전', '축전']"
1155,942,오라티프,상대에게 얕보이지 않기 위해 항상 얼굴을 찌푸리고 있지만 우는 아이는 그 모습을 보고 웃게 된다.,['악'],0.5,애송이포켓몬,16.0,"['위협', '도주']"
1156,943,마피티프,커다란 목 주머니에 에너지를 비축할 수 있다. 단숨에 이를 방출하여 적을 날려 버린다.,['악'],1.1,두목포켓몬,61.0,"['위협', '파수견']"
1157,944,땃쭈르,온화하지만 화가 나게 하면 독이 밴 날카로운 앞니로 물어서 상대를 마비시킨다.,"['독', '노말']",0.2,독쥐포켓몬,0.7,"['곡예', '나쁜손버릇']"
1158,945,태깅구르,먹이에 따라 색이 변하는 독성의 침을 손가락에 묻혀서 숲의 나무들에 무늬를 그린다.,"['독', '노말']",0.7,독원숭이포켓몬,27.2,"['곡예', '독수']"
1159,946,그푸리,성불하지 못한 영혼이 바람에 날리다가 마른 풀과 엉키면서 포켓몬이 되었다.,"['풀', '고스트']",0.6,회전초포켓몬,0.6,['바람타기']
1160,947,공푸리,머리의 가지를 열어서 먹이를 삼킨다. 생기를 실컷 흡수한 다음 그대로 뱉어 버린다.,"['풀', '고스트']",1.2,회전초포켓몬,6.0,['바람타기']
1161,948,들눈해,축축한 숲속에 산다. 떨어져 나온 몸의 하늘하늘한 부분은 쫄깃쫄깃하고 아주 맛있다.,"['땅', '풀']",0.9,목이버섯포켓몬,33.0,['균사의힘']
1162,949,육파리,깊은 숲속에 집단으로 살며 군체를 형성한다. 외부인이 접근하는 것을 극도로 싫어한다.,"['땅', '풀']",1.9,목이버섯포켓몬,58.0,['균사의힘']
1163,950,절벼게,"거꾸로 매달린 채 절벽 위에서 먹이를 노리지만, 머리에 피가 몰리기 때문에 오랫동안은 버틸 수 없다고 한다.",['바위'],1.3,매복포켓몬,79.0,"['분노의껍질', '조가비갑옷']"
1164,951,캡싸이,태양 빛을 쬐면 쬘수록 체내의 매운 성분이 늘어나서 기술이 점점 더 매워진다.,['풀'],0.3,하바네로포켓몬,3.0,"['엽록소', '불면']"
1165,952,스코빌런,레드 헤드가 매운 성분을 불꽃 에너지로 변환시켜 불같이 매운 화염방사를 사방에 흩뿌린다.,"['풀', '불꽃']",0.9,하바네로포켓몬,15.0,"['엽록소', '불면']"
1166,953,구르데,에스퍼 에너지를 섞어서 흙과 모래로 진흙구슬을 만든다. 진흙구슬을 목숨보다 소중히 여긴다.,['벌레'],0.2,굴리기포켓몬,1.0,['복안']
1167,954,베라카스,"구슬을 지탱하는 몸은 거의 움직이지 않기 때문에, 구슬 안에 본체가 있는 것으로 여겨지고 있다.","['벌레', '에스퍼']",0.3,굴리기포켓몬,3.5,['싱크로']
1168,955,하느라기,"배의 하늘하늘한 부분에서 나오는 사이코 파워를 통해, 겨우 1cm지만 발끝이 지상에 떠 있다.",['에스퍼'],0.2,프릴포켓몬,1.5,"['위험예지', '통찰']"
1169,956,클레스퍼트라,커다란 눈동자에서 사이코 파워를 발산하여 상대를 움직일 수 없게 한다. 겉보기와 다르게 성질이 사납다.,['에스퍼'],1.9,타조포켓몬,90.0,"['편승', '통찰']"
1170,957,어리짱,손수 만든 해머를 휘둘러 몸을 지키려 하나 금속을 먹는 포켓몬에게 자주 빼앗기고 만다.,"['페어리', '강철']",0.4,대장장이포켓몬,8.9,"['틀깨기', '마이페이스']"
1171,958,벼리짱,크고 튼튼한 해머를 만들기 위해 절각참 무리를 습격해서 금속을 모은다.,"['페어리', '강철']",0.7,해머포켓몬,59.1,"['틀깨기', '마이페이스']"
1172,959,두드리짱,지능이 높고 매우 호쾌하다. 해머로 바위를 날려서 하늘을 나는 아머까오를 노린다.,"['페어리', '강철']",0.7,해머포켓몬,112.8,"['틀깨기', '마이페이스']"
1173,960,바다그다,20m 떨어진 가비루사에게서 나는 냄새도 맡을 수 있어서 모래 속에 몸을 숨긴다.,['물'],1.2,정원장어포켓몬,1.8,"['미끈미끈', '주눅']"
1174,961,바닥트리오,겉보기와 다르게 성질이 사납다. 기다란 몸으로 먹잇감을 죄어서 굴 안으로 끌고 들어간다.,['물'],1.2,정원장어포켓몬,5.4,"['미끈미끈', '주눅']"
1175,962,떨구새,가슴의 깃털과 떨어진 깃털로 만든 주머니에 물건을 넣고는 높은 곳에서 떨어뜨리며 논다.,"['비행', '악']",1.5,낙하물포켓몬,42.9,"['부풀린가슴', '날카로운눈']"
1176,963,맨돌핀,꼬리지느러미에 있는 물의 고리를 가지고 동료와 노는 것을 좋아한다. 초음파로 생명체의 기분을 감지한다.,['물'],1.3,돌고래포켓몬,60.2,['수의베일']
1177,964,돌핀맨,나이브폼 도움을 구하는 동료의 소리를 들으면 모습을 바꾼다. 그 순간은 누구에게도 보여 주지 않는다.,['물'],1.3,돌고래포켓몬,60.2,['마이티체인지']
1178,964,돌핀맨,마이티폼 태고의 유전자가 각성했다. 한쪽 지느러미로 크루즈선도 가볍게 들어 올리는 괴력의 소유자.,['물'],1.8,히어로포켓몬,97.4,['마이티체인지']
